"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1962","DGKELBDO_03321",1.56196666666667,17.1852166666667,16.6285971609776,4.76577282319764e-09,5.45994041308695e-07,11.4176633056253
"816","DGKELBDO_01437",-1.1977,15.282125,-16.6042698413694,4.83918924142792e-09,5.45994041308695e-07,11.4020274654425
"1544","DGKELBDO_02697",-5.0106,13.0043416666667,-16.2891491461487,5.91018004719723e-09,6.35326621750056e-07,11.1973112071951
"705","DGKELBDO_01271",-1.4532,19.029775,-16.2605948254723,6.01929256548036e-09,6.35326621750056e-07,11.1785585824333
"1770","DGKELBDO_03012",-1.12056666666666,16.1883083333333,-16.0943139555757,6.69990803417103e-09,6.70423768031022e-07,11.0686758179145
"2837","DGKELBDO_04872",1.43016666666667,18.2072416666667,16.0801580292774,6.76160890740334e-09,6.70423768031022e-07,11.0592671865978
"759","DGKELBDO_01351",1.5314,18.995375,15.9008014851274,7.59932688771037e-09,7.01694458288664e-07,10.9393158625838
"1431","DGKELBDO_02539",-1.53243333333333,18.1831333333333,-15.8922089617526,7.64220179439595e-09,7.01694458288664e-07,10.9335344624803
"2113","DGKELBDO_03557",0.840799999999998,18.468475,15.876680607266,7.72035467554765e-09,7.01694458288664e-07,10.9230782160429
"1932","DGKELBDO_03282",3.93173333333333,18.4599416666667,15.805954065256,8.08749207258472e-09,7.15196596256682e-07,10.8753204950912
"3006","DGKELBDO_05148",0.920633333333335,18.9926833333333,15.7247796468128,8.53245582477023e-09,7.34689354174952e-07,10.8202375678124
"3268","DGKELBDO_05609",3.3413,16.6499333333333,15.4706110286453,1.01071355359653e-08,8.13310267944301e-07,10.6458693578819
"2885","DGKELBDO_04962",0.797766666666664,17.9185583333333,15.4653554717422,1.01428666324778e-08,8.13310267944301e-07,10.6422331751707
"1689","DGKELBDO_02901",1.9175,17.6946333333333,15.4582731605138,1.01912350200845e-08,8.13310267944301e-07,10.637331122866
"1352","DGKELBDO_02379",1.30056666666668,19.4972333333333,15.4004486917854,1.05956704816261e-08,8.25453186092398e-07,10.5972221517821
"2562","DGKELBDO_04305",1.28426666666667,17.53185,15.3282529106604,1.11253275914448e-08,8.46559811144355e-07,10.5469298279187
"1084","DGKELBDO_01908",1.2325,16.1141083333333,15.2708003695277,1.15674252183509e-08,8.60195802601006e-07,10.5067360900505
"2489","DGKELBDO_04170",1.77226666666667,14.7800333333333,15.0818837046726,1.31613764372365e-08,9.5697830450306e-07,10.3734848279939
"3167","DGKELBDO_05474",1.67266666666667,14.6039416666667,14.959553171201,1.43202185409069e-08,1.01860337099668e-06,10.2862998340058
"300","DGKELBDO_00579",-1.10976666666666,15.5050916666667,-14.8690079277139,1.52493973623867e-08,1.06161762063254e-06,10.2213059467531
"2285","DGKELBDO_03834",1.5213,17.785375,14.7267432275022,1.68445621437352e-08,1.14823765279795e-06,10.1183827555237
"2674","DGKELBDO_04510",1.3705,14.9355166666667,14.412156880552,2.10557227509149e-08,1.39457343687969e-06,9.88722738747267
"2069","DGKELBDO_03496",3.15006666666667,13.559875,14.39536133978,2.13107187787239e-08,1.39457343687969e-06,9.87474569127284
"3203","DGKELBDO_05518",1.18846666666667,18.69995,14.3458328571767,2.20824447988905e-08,1.41674038003862e-06,9.83785423284395
"1539","DGKELBDO_02692",-2.06526666666667,13.8313916666667,-14.2426987332807,2.37888284372613e-08,1.49686628166768e-06,9.76062874311016
"607","DGKELBDO_01075",1.51,20.02555,14.1748930650353,2.49885837882084e-08,1.53620493960098e-06,9.70955558480272
"3150","DGKELBDO_05437",1.65683333333333,14.0229916666667,14.1116968877796,2.61662284176086e-08,1.53620493960098e-06,9.66173739954735
"32","DGKELBDO_00039",-1.2882,14.7284333333333,-14.0984963229482,2.64197621984992e-08,1.53620493960098e-06,9.65172244293407
"2182","DGKELBDO_03677",1.43793333333333,19.0139833333333,14.0927895629571,2.653019414859e-08,1.53620493960098e-06,9.64739000592201
"2953","DGKELBDO_05059",2.70853333333334,12.3823166666667,14.0809188964379,2.67615163683545e-08,1.53620493960098e-06,9.63837255335457
"2678","DGKELBDO_04515",1.18363333333334,18.0886916666667,14.0153827625259,2.80787528917729e-08,1.58402895623932e-06,9.58845385380589
"171","DGKELBDO_00257",1.5642,14.25765,13.9608003496137,2.92297178184582e-08,1.62101079155924e-06,9.54670357238074
"313","DGKELBDO_00609",-1.0558,15.0217166666667,-13.8616083485403,3.14549364799427e-08,1.71534253603954e-06,9.47042067442788
"2067","DGKELBDO_03493",4.621,14.76035,13.8372690672606,3.20286721097721e-08,1.71799696956023e-06,9.45162123417304
"2066","DGKELBDO_03492",6.79503333333334,15.08605,13.7620581572322,3.38747057617396e-08,1.78771027826471e-06,9.39332451556776
